ID	Data	Link	Nazwa	Cena	Lokalizacja	Rocznik	Przebieg	Paliwo	Nadwozie	VAT	Do negocjacji	Oferta od	Marka pojazdu	Model pojazdu	Wersja	Kategoria	Napęd	Moc	Skrzynia biegów	Typ	Liczba drzwi	Liczba miejsc	Kolor	Perłowy	Kraj pochodzenia	Pierwsza rejestracja	Zarejestrowany w Polsce	Bezwypadkowy	Serwisowany w ASO	Stan	Pierwszy właściciel	Metalik	Możliwość finansowania	VIN	Pojemność skokowa	Wyposażenie
6066024116	2019-12-27 17:41:00	https://www.otomoto.pl/oferta/volkswagen-passat-salonpl-tdi-190km-dsg-4x4-highline-led-nawigacja-aso-vat-ID6CvpYE.html	Volkswagen Passat B8	79900PLN	ul. Skórzewska 8 - 62-081 Wysogotowo, poznański, Wielkopolskie (Polska)	2016	156 894 km	Diesel	Kombi	TAK	TAK	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	4x4 (dołączany automatycznie)	190 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Czarny	Tak	Polska	14/03/2016	Tak	Tak	Tak	Używane	Tak	?	Tak	WVWZZZ3CZGP029672	2 000 cm3	ABS|CZUJNIK DESZCZU|ELEKTRYCZNE SZYBY PRZEDNIE|KOMPUTER POKŁADOWY|NAWIGACJA GPS|ŚWIATŁA PRZECIWMGIELNE|WSPOMAGANIE KIEROWNICY|ISOFIX|OGRANICZNIK PRĘDKOŚCI|ESP (STABILIZACJA TORU JAZDY)|PODUSZKA POWIETRZNA PASAŻERA|GNIAZDO SD|ŚWIATŁA DO JAZDY DZIENNEJ|CD|ALARM|CENTRALNY ZAMEK|ELEKTRYCZNE SZYBY TYLNE|ASR (KONTROLA TRAKCJI)|PODGRZEWANE PRZEDNIE SIEDZENIA|TEMPOMAT|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|PODGRZEWANE LUSTERKA BOCZNE|SYSTEM START-STOP|PODUSZKA POWIETRZNA KIEROWCY|GNIAZDO USB|TEMPOMAT AKTYWNY|MP3|ALUFELGI|ELEKTRYCZNIE USTAWIANE LUSTERKA|IMMOBILIZER|RELINGI DACHOWE|CZUJNIKI PARKOWANIA TYLNE|WIELOFUNKCYJNA KIEROWNICA|BLUETOOTH|GNIAZDO AUX|ŚWIATŁA LED|KURTYNY POWIETRZNE|CZUJNIKI PARKOWANIA PRZEDNIE|PODUSZKI BOCZNE PRZEDNIE|RADIO FABRYCZNE|KLIMATYZACJA AUTOMATYCZNA
6065969952	2019-12-27 17:41:00	https://www.otomoto.pl/oferta/volkswagen-passat-salonpl-tdi-150km-dsg-comfortline-serwis-aso-vat-od-dealera-ID6CvbT2.html	Volkswagen Passat B8	58400PLN	ul. Skórzewska 8 - 62-081 Wysogotowo, poznański, Wielkopolskie (Polska)	2015	171 789 km	Diesel	Kombi	TAK	TAK	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Srebrny	?	Polska	28/12/2015	Tak	Tak	Tak	Używane	Tak	Tak	Tak	WVWZZZ3CZGE088913	2 000 cm3	ABS|CZUJNIK DESZCZU|ELEKTRYCZNE SZYBY PRZEDNIE|KOMPUTER POKŁADOWY|CZUJNIKI PARKOWANIA TYLNE|WIELOFUNKCYJNA KIEROWNICA|BLUETOOTH|GNIAZDO AUX|ESP (STABILIZACJA TORU JAZDY)|PODUSZKA POWIETRZNA PASAŻERA|GNIAZDO SD|ŚWIATŁA DO JAZDY DZIENNEJ|MP3|ALARM|CENTRALNY ZAMEK|ELEKTRYCZNE SZYBY TYLNE|ASR (KONTROLA TRAKCJI)|ŚWIATŁA PRZECIWMGIELNE|WSPOMAGANIE KIEROWNICY|ISOFIX|OGRANICZNIK PRĘDKOŚCI|SYSTEM START-STOP|PODUSZKA POWIETRZNA KIEROWCY|GNIAZDO USB|RADIO FABRYCZNE|KLIMATYZACJA AUTOMATYCZNA|ALUFELGI|ELEKTRYCZNIE USTAWIANE LUSTERKA|IMMOBILIZER|RELINGI DACHOWE|TEMPOMAT|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|PODGRZEWANE LUSTERKA BOCZNE|KURTYNY POWIETRZNE|CZUJNIKI PARKOWANIA PRZEDNIE|PODUSZKI BOCZNE PRZEDNIE|CD
6065355417	2019-12-27 17:39:00	https://www.otomoto.pl/oferta/volkswagen-passat-1-6tdi-alu-16-nawigacja-zadbany-gwarancja-ID6CtC1b.html	Volkswagen Passat B7	29900PLN	Stefanowicza 45A - 07-430 Ostrołęka, Mazowieckie (Polska)	2011	161 000 km	Diesel	Kombi	NIE	TAK	Firmy	Volkswagen	Passat	B7 (2010-2014)	Osobowe	Na przednie koła	105 KM	Manualna	Kombi	5	5	Srebrny	?	Niemcy	?	Tak	Tak	Tak	Używane	Tak	Tak	Tak	?	1 596 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|ELEKTRYCZNE SZYBY TYLNE|HAK|KOMPUTER POKŁADOWY|PODGRZEWANA PRZEDNIA SZYBA|PODUSZKI BOCZNE TYLNE|ŚWIATŁA PRZECIWMGIELNE|WIELOFUNKCYJNA KIEROWNICA|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|CZUJNIK DESZCZU|ESP (STABILIZACJA TORU JAZDY)|ISOFIX|KURTYNY POWIETRZNE|PODGRZEWANE LUSTERKA BOCZNE|RELINGI DACHOWE|TAPICERKA WELUROWA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|GNIAZDO USB|KLIMATYZACJA AUTOMATYCZNA|NAWIGACJA GPS|PODUSZKI BOCZNE PRZEDNIE|SYSTEM START-STOP|TEMPOMAT
6058908742	2019-12-27 17:25:00	https://www.otomoto.pl/oferta/volkswagen-passat-variant-highline-1-5-tsi-act-110-kw-150-km-dsg-7-stopniowa-ID6C2yVy.html	Volkswagen Passat B8	137300PLN	Lubelska 50e - 35-233 Rzeszów, Podkarpackie (Polska)	2019	10 km	Benzyna	Kombi	TAK	NIE	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Czarny	Tak	?	?	?	Tak	?	Nowe	Tak	Tak	Tak	WVWZZZ3CZKE118004	1 499 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|CZUJNIK DESZCZU|CZUJNIKI PARKOWANIA TYLNE|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO SD|KAMERA COFANIA|KOMPUTER POKŁADOWY|MP3|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE PRZEDNIE|RELINGI DACHOWE|ŚWIATŁA LED|TEMPOMAT|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|ASYSTENT PASA RUCHU|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKA BOCZNE|ESP (STABILIZACJA TORU JAZDY)|GNIAZDO USB|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|NAWIGACJA GPS|PODGRZEWANE PRZEDNIE SIEDZENIA|PODUSZKI BOCZNE TYLNE|SYSTEM START-STOP|ŚWIATŁA PRZECIWMGIELNE|TEMPOMAT AKTYWNY|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|BLUETOOTH|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|GNIAZDO AUX|ISOFIX|KLIMATYZACJA DWUSTREFOWA|ŁOPATKI ZMIANY BIEGÓW|OGRANICZNIK PRĘDKOŚCI|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|PRZYCIEMNIANE SZYBY|ŚWIATŁA DO JAZDY DZIENNEJ|TAPICERKA SKÓRZANA|WIELOFUNKCYJNA KIEROWNICA
6001671989	2019-12-27 17:23:00	https://www.otomoto.pl/oferta/volkswagen-passat-ekonomiczny-silnikdsg-7-biegowraty-bez-bik-ID6yap37.html	Volkswagen Passat B6	19900PLN	Niepodległości 4A - 44-336 Jastrzębie-Zdrój, Śląskie (Polska)	2008	136 000 km	Benzyna	Kombi	NIE	TAK	Firmy	Volkswagen	Passat	B6 (2005-2010)	Osobowe	Na przednie koła	122 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Czarny	?	?	?	Tak	Tak	Tak	Używane	Tak	Tak	Tak	?	1 390 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|BLUETOOTH|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTRYCZNE SZYBY TYLNE|ISOFIX|KOMPUTER POKŁADOWY|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE TYLNE|ŚWIATŁA XENONOWE|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ASR (KONTROLA TRAKCJI)|CZUJNIK DESZCZU|CZUJNIKI PARKOWANIA TYLNE|ESP (STABILIZACJA TORU JAZDY)|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|RELINGI DACHOWE|TAPICERKA WELUROWA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ASYSTENT PARKOWANIA|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|GNIAZDO AUX|KLIMATYZACJA DWUSTREFOWA|MP3|PODUSZKI BOCZNE PRZEDNIE|ŚWIATŁA PRZECIWMGIELNE|TEMPOMAT
6069172392	2019-12-27 17:20:00	https://www.otomoto.pl/oferta/volkswagen-passat-pierwsza-rejestracja-2009-rok-ID6CJCZi.html	Volkswagen Passat B6	18000PLN	Mińsk Mazowiecki, miński, Mazowieckie	2008	249 000 km	Diesel	Kombi	NIE	NIE	Osoby prywatnej	Volkswagen	Passat	B6 (2005-2010)	Osobowe	Na przednie koła	170 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Czarny	?	Polska	01/12/2009	Tak	Tak	?	Używane	?	Tak	?	?	2 000 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO AUX|KLIMATYZACJA DWUSTREFOWA|MP3|PODUSZKI BOCZNE PRZEDNIE|ŚWIATŁA XENONOWE|ZMIENIARKA CD|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTRYCZNIE USTAWIANE FOTELE|GNIAZDO SD|KOMPUTER POKŁADOWY|OGRANICZNIK PRĘDKOŚCI|PODUSZKI BOCZNE TYLNE|TAPICERKA WELUROWA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|CZUJNIKI PARKOWANIA TYLNE|ESP (STABILIZACJA TORU JAZDY)|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|PODGRZEWANE LUSTERKA BOCZNE|RELINGI DACHOWE|TEMPOMAT
6068676961	2019-12-27 17:14:00	https://www.otomoto.pl/oferta/volkswagen-passat-2-0tdi-150km-comfortline-led-nawigacja-i-wl-fv23-gwarancja-ID6CHy6t.html	Volkswagen Passat B8	59900PLN	ul. Morska 80 - 81-225 Gdynia, Grabówek (Polska)	2015	189 960 km	Diesel	Sedan	TAK	TAK	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Manualna	Sedan	5	5	Szary	?	Polska	30/10/2015	Tak	Tak	Tak	Używane	Tak	Tak	Tak	WVWZZZ3CZFE525888	2 000 cm3	ABS|CZUJNIK DESZCZU|ELEKTRYCZNE SZYBY PRZEDNIE|KOMPUTER POKŁADOWY|CZUJNIKI PARKOWANIA TYLNE|WIELOFUNKCYJNA KIEROWNICA|BLUETOOTH|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|PODGRZEWANE LUSTERKA BOCZNE|SYSTEM START-STOP|PODUSZKA POWIETRZNA KIEROWCY|GNIAZDO USB|RADIO FABRYCZNE|ALARM|CENTRALNY ZAMEK|ELEKTRYCZNE SZYBY TYLNE|ASR (KONTROLA TRAKCJI)|ŚWIATŁA PRZECIWMGIELNE|WSPOMAGANIE KIEROWNICY|ISOFIX|GNIAZDO AUX|ŚWIATŁA LED|KURTYNY POWIETRZNE|CZUJNIKI PARKOWANIA PRZEDNIE|PODUSZKI BOCZNE PRZEDNIE|KLIMATYZACJA AUTOMATYCZNA|ALUFELGI|ELEKTRYCZNIE USTAWIANE LUSTERKA|IMMOBILIZER|NAWIGACJA GPS|TEMPOMAT|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKA BOCZNE|OGRANICZNIK PRĘDKOŚCI|ESP (STABILIZACJA TORU JAZDY)|PODUSZKA POWIETRZNA PASAŻERA|GNIAZDO SD|ŚWIATŁA DO JAZDY DZIENNEJ
6068285980	2019-12-27 17:13:00	https://www.otomoto.pl/oferta/volkswagen-passat-b6lifting-variant-2-0tdi-comfortline-uczciwy-stan-rej-pl-ID6CFUok.html	Volkswagen Passat B6	21500PLN	Aleja Poznańska 78 - 64-920 Piła, pilski, Wielkopolskie (Polska)	2009	199 871 km	Diesel	Kombi	NIE	TAK	Firmy	Volkswagen	Passat	B6 (2005-2010)	Osobowe	Na przednie koła	140 KM	Manualna	Kombi	5	5	Srebrny	Tak	Niemcy	?	Tak	Tak	Tak	Używane	Tak	Tak	Tak	?	2 000 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO AUX|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|PODGRZEWANE PRZEDNIE SIEDZENIA|PRZYCIEMNIANE SZYBY|ŚWIATŁA PRZECIWMGIELNE|WIELOFUNKCYJNA KIEROWNICA|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|BLUETOOTH|CZUJNIKI PARKOWANIA TYLNE|ELEKTRYCZNIE USTAWIANE FOTELE|GNIAZDO SD|KLIMATYZACJA DWUSTREFOWA|MP3|PODUSZKI BOCZNE PRZEDNIE|SYSTEM START-STOP|TAPICERKA WELUROWA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|ESP (STABILIZACJA TORU JAZDY)|ISOFIX|KOMPUTER POKŁADOWY|OGRANICZNIK PRĘDKOŚCI|PODUSZKI BOCZNE TYLNE|ŚWIATŁA DO JAZDY DZIENNEJ|TEMPOMAT
6060941925	2019-12-27 17:08:00	https://www.otomoto.pl/oferta/volkswagen-passat-highline-bezwypadkowy-gwarancja-12-miesiecy-ID6Cb5RP.html	Volkswagen Passat B8	59999PLN	Elbląg - 82-300 Elbląg, Warmińsko-mazurskie (Polska)	2015	241 000 km	Diesel	Kombi	NIE	NIE	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Czarny	Tak	Niemcy	?	?	Tak	Tak	Używane	Tak	Tak	?	?	2 000 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|CZUJNIK MARTWEGO POLA|CZUJNIKI PARKOWANIA TYLNE|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|ESP (STABILIZACJA TORU JAZDY)|GNIAZDO USB|KLIMATYZACJA AUTOMATYCZNA|KOMPUTER POKŁADOWY|MP3|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE PRZEDNIE|RELINGI DACHOWE|ŚWIATŁA LED|TAPICERKA SKÓRZANA|TEMPOMAT AKTYWNY|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|BLUETOOTH|CZUJNIK ZMIERZCHU|DACH PANORAMICZNY|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO AUX|ISOFIX|KLIMATYZACJA CZTEROSTREFOWA|KURTYNY POWIETRZNE|NAWIGACJA GPS|PODGRZEWANE PRZEDNIE SIEDZENIA|PODUSZKI BOCZNE TYLNE|SYSTEM START-STOP|ŚWIATŁA PRZECIWMGIELNE|TAPICERKA WELUROWA|WIELOFUNKCYJNA KIEROWNICA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|CZUJNIK DESZCZU|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTROCHROMATYCZNE LUSTERKA BOCZNE|ELEKTRYCZNIE USTAWIANE FOTELE|GNIAZDO SD|KAMERA COFANIA|KLIMATYZACJA DWUSTREFOWA|ŁOPATKI ZMIANY BIEGÓW|OGRANICZNIK PRĘDKOŚCI|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|PRZYCIEMNIANE SZYBY|ŚWIATŁA DO JAZDY DZIENNEJ|ŚWIATŁA XENONOWE|TEMPOMAT|ZMIENIARKA CD
6068231707	2019-12-27 17:03:00	https://www.otomoto.pl/oferta/volkswagen-passat-grzane-fotele-navi-czujniki-led-el-klapa-tempomat-gwarancja-ID6CFGgX.html	Volkswagen Passat B8	52400PLN	Krapkowicka 108 - 47-300 Żywocice, krapkowicki, Opolskie (Polska)	2015	198 000 km	Diesel	Kombi	NIE	TAK	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Kombi	5	5	Szary	?	Niemcy	?	Tak	Tak	Tak	Używane	Tak	Tak	Tak	?	1 968 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|ELEKTROCHROMATYCZNE LUSTERKA BOCZNE|ELEKTRYCZNIE USTAWIANE FOTELE|GNIAZDO SD|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|OGRANICZNIK PRĘDKOŚCI|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|PRZYCIEMNIANE SZYBY|ŚWIATŁA LED|TAPICERKA WELUROWA|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|ESP (STABILIZACJA TORU JAZDY)|GNIAZDO USB|KLIMATYZACJA DWUSTREFOWA|MP3|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE PRZEDNIE|RELINGI DACHOWE|ŚWIATŁA PRZECIWMGIELNE|TEMPOMAT|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|CZUJNIKI PARKOWANIA TYLNE|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO AUX|ISOFIX|KOMPUTER POKŁADOWY|NAWIGACJA GPS|PODGRZEWANE PRZEDNIE SIEDZENIA|PODUSZKI BOCZNE TYLNE|ŚWIATŁA DO JAZDY DZIENNEJ|ŚWIATŁA XENONOWE|WIELOFUNKCYJNA KIEROWNICA
6069172316	2019-12-27 16:57:00	https://www.otomoto.pl/oferta/volkswagen-passat-2-0tdi-143ps-rline-dsg-ledy-navi-alu17-serwis-oplacona-gwarancja-ID6CJCY4.html	Volkswagen Passat B7	29900PLN	ul.Dr.Perzyny 164 (Trasa nr79 Kozienice-Warszawa) - 26-700 Zwoleń, zwoleński, Mazowieckie (Polska)	2012	240 000 km	Diesel	Kombi	NIE	NIE	Firmy	Volkswagen	Passat	B7 (2010-2014)	Osobowe	Na przednie koła	143 KM	Automatyczna hydrauliczna (klasyczna)	Kombi	5	5	Czarny	?	Niemcy	?	?	Tak	Tak	Używane	?	Tak	Tak	?	2 000 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKA BOCZNE|ESP (STABILIZACJA TORU JAZDY)|GNIAZDO USB|KLIMATYZACJA DWUSTREFOWA|ŁOPATKI ZMIANY BIEGÓW|ODTWARZACZ DVD|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE PRZEDNIE|RELINGI DACHOWE|ŚWIATŁA LED|TEMPOMAT|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|BLUETOOTH|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|GNIAZDO AUX|ISOFIX|KOMPUTER POKŁADOWY|MP3|OGRANICZNIK PRĘDKOŚCI|PODGRZEWANE PRZEDNIE SIEDZENIA|PODUSZKI BOCZNE TYLNE|SYSTEM START-STOP|ŚWIATŁA PRZECIWMGIELNE|WIELOFUNKCYJNA KIEROWNICA|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|CZUJNIK DESZCZU|CZUJNIKI PARKOWANIA TYLNE|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO SD|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|NAWIGACJA GPS|PODGRZEWANA PRZEDNIA SZYBA|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|PRZYCIEMNIANE SZYBY|ŚWIATŁA DO JAZDY DZIENNEJ|TAPICERKA WELUROWA|ZMIENIARKA CD
6067837966	2019-12-27 16:55:00	https://www.otomoto.pl/oferta/volkswagen-passat-salon-polska-ii-wlasciciel-od-2011-bezwypadkowy-ID6CE1Qi.html	Volkswagen Passat B6	21100PLN	Konin, Wielkopolskie	2008	152 800 km	Diesel	Sedan	NIE	TAK	Osoby prywatnej	Volkswagen	Passat	B6 (2005-2010)	Osobowe	Na przednie koła	140 KM	Manualna	Sedan	-1	-1	Brązowy	?	Polska	15/05/2008	?	Tak	Tak	Używane	?	Tak	?	?	2 000 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|ELEKTRYCZNIE USTAWIANE FOTELE|KOMPUTER POKŁADOWY|PODUSZKI BOCZNE PRZEDNIE|TAPICERKA WELUROWA|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|CZUJNIKI PARKOWANIA TYLNE|KLIMATYZACJA AUTOMATYCZNA|KURTYNY POWIETRZNE|ŚWIATŁA DO JAZDY DZIENNEJ|TEMPOMAT|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|ELEKTRYCZNE SZYBY TYLNE|KLIMATYZACJA DWUSTREFOWA|NAWIGACJA GPS|ŚWIATŁA PRZECIWMGIELNE
6067278297	2019-12-27 16:54:00	https://www.otomoto.pl/oferta/volkswagen-passat-elegance-1-5-tsi-km-dsg-ID6CBGfn.html	Volkswagen Passat B8	147500PLN	ALEJA KATOWICKA 83 - 05-830 Nadarzyn, pruszkowski, Mazowieckie (Polska)	2019	5 km	Benzyna	Sedan	TAK	NIE	Firmy	Volkswagen	Passat	B8 (2014-)	Osobowe	Na przednie koła	150 KM	Automatyczna dwusprzęgłowa (DCT, DSG)	Sedan	4	5	Srebrny	?	Polska	?	?	Tak	?	Nowe	?	Tak	Tak	?	1 500 cm3	ABS|ELEKTRYCZNE SZYBY PRZEDNIE|PODUSZKA POWIETRZNA KIEROWCY|WSPOMAGANIE KIEROWNICY|ASR (KONTROLA TRAKCJI)|BLUETOOTH|CZUJNIK ZMIERZCHU|ELEKTROCHROMATYCZNE LUSTERKO WSTECZNE|GNIAZDO AUX|ISOFIX|KOMPUTER POKŁADOWY|MP3|PODGRZEWANE PRZEDNIE SIEDZENIA|PRZYCIEMNIANE SZYBY|ŚWIATŁA LED|WIELOFUNKCYJNA KIEROWNICA|CD|ELEKTRYCZNIE USTAWIANE LUSTERKA|PODUSZKA POWIETRZNA PASAŻERA|ALARM|ASYSTENT PARKOWANIA|CZUJNIK DESZCZU|CZUJNIKI PARKOWANIA PRZEDNIE|ELEKTRYCZNE SZYBY TYLNE|GNIAZDO SD|KAMERA COFANIA|KURTYNY POWIETRZNE|NAWIGACJA GPS|PODUSZKA POWIETRZNA CHRONIĄCA KOLANA|SYSTEM START-STOP|ŚWIATŁA PRZECIWMGIELNE|CENTRALNY ZAMEK|IMMOBILIZER|RADIO FABRYCZNE|ALUFELGI|ASYSTENT PASA RUCHU|CZUJNIK MARTWEGO POLA|CZUJNIKI PARKOWANIA TYLNE|ESP (STABILIZACJA TORU JAZDY)|GNIAZDO USB|KLIMATYZACJA AUTOMATYCZNA|ŁOPATKI ZMIANY BIEGÓW|PODGRZEWANE LUSTERKA BOCZNE|PODUSZKI BOCZNE PRZEDNIE|ŚWIATŁA DO JAZDY DZIENNEJ|TEMPOMAT AKTYWNY
